起站,訖站,全票票價,敬老卡愛心卡愛心陪伴卡及新北市兒童優惠票價,臺北市兒童優惠票價,距離
松山機場,松山機場,20,8,12,0
松山機場,中山國中,20,8,12,1.48
松山機場,南京復興,20,8,12,2.41
松山機場,忠孝復興,20,8,12,3.68
松山機場,大安,20,8,12,4.57
松山機場,科技大樓,25,10,15,5.32
松山機場,六張犁,25,10,15,6.45
松山機場,麟光,25,10,15,7.27
松山機場,辛亥,30,12,18,8.87
松山機場,萬芳醫院,30,12,18,9.63
松山機場,萬芳社區,30,12,18,10.77
松山機場,木柵,35,14,21,11.29
松山機場,動物園,35,14,21,11.97
松山機場,大直,20,8,12,2.59
松山機場,劍南路,20,8,12,3.91
松山機場,西湖,25,10,15,5.2
松山機場,港墘,25,10,15,6.03
松山機場,文德,25,10,15,7.04
松山機場,內湖,30,12,18,8.17
松山機場,大湖公園,30,12,18,9.03
松山機場,葫洲,30,12,18,10.66
松山機場,東湖,35,14,21,11.51
松山機場,南港軟體園區,35,14,21,12.24
松山機場,南港展覽館,35,14,21,11.59
松山機場,小碧潭,40,16,24,15.67
松山機場,新店,40,16,24,15.73
松山機場,新店區公所,40,16,24,14.62
松山機場,七張,35,14,21,13.72
松山機場,大坪林,35,14,21,12.87
松山機場,景美,35,14,21,11.72
松山機場,萬隆,30,12,18,10.66
松山機場,公館,30,12,18,9.1
松山機場,台電大樓,30,12,18,8.2
松山機場,古亭,25,10,15,7.32
松山機場,中正紀念堂,25,10,15,6.98
松山機場,小南門,25,10,15,7.53
松山機場,頂溪,30,12,18,9.46
松山機場,永安市場,30,12,18,10.79
松山機場,景安,35,14,21,11.87
松山機場,南勢角,35,14,21,12.68
松山機場,台大醫院,25,10,15,5.99
松山機場,台北車站,25,10,15,5.36
松山機場,台北車站,25,10,15,5.36
松山機場,中山,20,8,12,4.7
松山機場,雙連,25,10,15,5.25
松山機場,民權西路,25,10,15,5.78
松山機場,圓山,25,10,15,6.81
松山機場,劍潭,30,12,18,8.33
松山機場,士林,30,12,18,9.42
松山機場,芝山,30,12,18,10.52
松山機場,明德,35,14,21,11.4
松山機場,石牌,35,14,21,12
松山機場,唭哩岸,35,14,21,13.26
松山機場,奇岩,40,16,24,14.09
松山機場,北投,40,16,24,14.85
松山機場,新北投,40,16,24,15.88
松山機場,復興崗,40,16,24,16.46
松山機場,忠義,45,18,27,17.91
松山機場,關渡,45,18,27,18.78
松山機場,竹圍,50,20,30,20.92
松山機場,紅樹林,50,20,30,22.83
松山機場,淡水,55,22,33,24.92
松山機場,頂埔,50,20,30,21.34
松山機場,永寧,45,18,27,19.4
松山機場,土城,45,18,27,18.29
松山機場,海山,40,16,24,16.82
松山機場,亞東醫院,40,16,24,15.18
松山機場,府中,35,14,21,13.89
松山機場,板橋,35,14,21,13.24
松山機場,新埔,35,14,21,11.96
松山機場,江子翠,35,14,21,11.1
松山機場,龍山寺,30,12,18,8.02
松山機場,西門,25,10,15,6.71
松山機場,善導寺,25,10,15,5.48
松山機場,忠孝新生,20,8,12,4.55
松山機場,忠孝復興,20,8,12,3.68
松山機場,忠孝敦化,20,8,12,4.34
松山機場,國父紀念館,25,10,15,5.07
松山機場,市政府,25,10,15,5.91
松山機場,永春,25,10,15,6.9
松山機場,後山埤,25,10,15,7.72
松山機場,昆陽,30,12,18,9.08
松山機場,南港,30,12,18,10.5
松山機場,南港展覽館,35,14,21,11.59
松山機場,象山,25,10,15,7.29
松山機場,台北101/世貿,25,10,15,6.55
松山機場,信義安和,25,10,15,5.56
松山機場,大安,20,8,12,4.57
松山機場,大安森林公園,25,10,15,5.36
松山機場,北門,25,10,15,5.96
松山機場,中山,20,8,12,4.7
松山機場,松江南京,20,8,12,3.4
松山機場,南京復興,20,8,12,2.41
松山機場,台北小巨蛋,20,8,12,3.35
松山機場,南京三民,20,8,12,4.55
松山機場,松山,25,10,15,5.9
松山機場,輔大,40,16,24,15.38
松山機場,新莊,35,14,21,13.64
松山機場,頭前庄,35,14,21,12.62
松山機場,先嗇宮,35,14,21,11.35
松山機場,三重,30,12,18,9.63
松山機場,菜寮,30,12,18,8.76
松山機場,台北橋,25,10,15,7.77
松山機場,大橋頭,25,10,15,6.44
松山機場,民權西路,25,10,15,5.78
松山機場,中山國小,25,10,15,5.15
松山機場,行天宮,20,8,12,4.2
松山機場,松江南京,20,8,12,3.4
松山機場,忠孝新生,20,8,12,4.55
松山機場,東門,25,10,15,5.75
松山機場,蘆洲,35,14,21,12.45
松山機場,三民高中,35,14,21,11.28
松山機場,徐匯中學,30,12,18,10.38
松山機場,三和國中,30,12,18,9.55
松山機場,三重國小,30,12,18,8.32
松山機場,迴龍,45,18,27,18.15
松山機場,丹鳳,40,16,24,16.75
松山機場,大坪林,35,14,21,12.87
松山機場,十四張,40,16,24,14.42
松山機場,秀朗橋,35,14,21,13.86
松山機場,景平,35,14,21,12.96
松山機場,景安,35,14,21,11.87
松山機場,中和,35,14,21,13.4
松山機場,橋和,40,16,24,14.03
松山機場,中原,40,16,24,14.77
松山機場,板新,40,16,24,14.14
松山機場,板橋,35,14,21,13.24
松山機場,新埔民生,35,14,21,11.96
松山機場,頭前庄,35,14,21,12.62
松山機場,幸福,35,14,21,13.78
松山機場,新北產業園區,40,16,24,15.02
中山國中,松山機場,20,8,12,1.48
中山國中,中山國中,20,8,12,0
中山國中,南京復興,20,8,12,0.93
中山國中,忠孝復興,20,8,12,2.2
中山國中,大安,20,8,12,3.09
中山國中,科技大樓,20,8,12,3.84
中山國中,六張犁,20,8,12,4.97
中山國中,麟光,25,10,15,5.79
中山國中,辛亥,25,10,15,7.39
中山國中,萬芳醫院,30,12,18,8.15
中山國中,萬芳社區,30,12,18,9.29
中山國中,木柵,30,12,18,9.81
中山國中,動物園,30,12,18,10.49
中山國中,大直,20,8,12,4.06
中山國中,劍南路,25,10,15,5.39
中山國中,西湖,25,10,15,6.68
中山國中,港墘,25,10,15,7.5
中山國中,文德,30,12,18,8.52
中山國中,內湖,30,12,18,9.64
中山國中,大湖公園,30,12,18,10.51
中山國中,葫洲,35,14,21,12.14
中山國中,東湖,35,14,21,11.8
中山國中,南港軟體園區,30,12,18,10.76
中山國中,南港展覽館,30,12,18,10.11
中山國中,小碧潭,40,16,24,14.19
中山國中,新店,40,16,24,14.25
中山國中,新店區公所,35,14,21,13.14
中山國中,七張,35,14,21,12.24
中山國中,大坪林,35,14,21,11.39
中山國中,景美,30,12,18,10.24
中山國中,萬隆,30,12,18,9.18
中山國中,公館,25,10,15,7.62
中山國中,台電大樓,25,10,15,6.72
中山國中,古亭,25,10,15,5.84
中山國中,中正紀念堂,25,10,15,5.5
中山國中,小南門,25,10,15,6.05
中山國中,頂溪,25,10,15,7.98
中山國中,永安市場,30,12,18,9.31
中山國中,景安,30,12,18,10.39
中山國中,南勢角,35,14,21,11.2
中山國中,台大醫院,20,8,12,4.51
中山國中,台北車站,20,8,12,3.88
中山國中,台北車站,20,8,12,3.88
中山國中,中山,20,8,12,3.22
中山國中,雙連,20,8,12,3.77
中山國中,民權西路,20,8,12,4.3
中山國中,圓山,25,10,15,5.33
中山國中,劍潭,25,10,15,6.85
中山國中,士林,25,10,15,7.94
中山國中,芝山,30,12,18,9.04
中山國中,明德,30,12,18,9.92
中山國中,石牌,30,12,18,10.52
中山國中,唭哩岸,35,14,21,11.78
中山國中,奇岩,35,14,21,12.61
中山國中,北投,35,14,21,13.37
中山國中,新北投,40,16,24,14.4
中山國中,復興崗,40,16,24,14.98
中山國中,忠義,40,16,24,16.43
中山國中,關渡,45,18,27,17.3
中山國中,竹圍,45,18,27,19.44
中山國中,紅樹林,50,20,30,21.35
中山國中,淡水,55,22,33,23.44
中山國中,頂埔,45,18,27,19.87
中山國中,永寧,45,18,27,17.92
中山國中,土城,40,16,24,16.81
中山國中,海山,40,16,24,15.34
中山國中,亞東醫院,35,14,21,13.7
中山國中,府中,35,14,21,12.42
中山國中,板橋,35,14,21,11.76
中山國中,新埔,30,12,18,10.49
中山國中,江子翠,30,12,18,9.62
中山國中,龍山寺,25,10,15,6.54
中山國中,西門,25,10,15,5.23
中山國中,善導寺,20,8,12,4.01
中山國中,忠孝新生,20,8,12,3.07
中山國中,忠孝復興,20,8,12,2.2
中山國中,忠孝敦化,20,8,12,2.87
中山國中,國父紀念館,20,8,12,3.59
中山國中,市政府,20,8,12,4.44
中山國中,永春,25,10,15,5.42
中山國中,後山埤,25,10,15,6.24
中山國中,昆陽,25,10,15,7.6
中山國中,南港,30,12,18,9.02
中山國中,南港展覽館,30,12,18,10.11
中山國中,象山,25,10,15,5.81
中山國中,台北101/世貿,25,10,15,5.07
中山國中,信義安和,20,8,12,4.08
中山國中,大安,20,8,12,3.09
中山國中,大安森林公園,20,8,12,3.88
中山國中,北門,20,8,12,4.48
中山國中,中山,20,8,12,3.22
中山國中,松江南京,20,8,12,1.92
中山國中,南京復興,20,8,12,0.93
中山國中,台北小巨蛋,20,8,12,1.87
中山國中,南京三民,20,8,12,3.07
中山國中,松山,20,8,12,4.42
中山國中,輔大,35,14,21,13.9
中山國中,新莊,35,14,21,12.16
中山國中,頭前庄,35,14,21,11.15
中山國中,先嗇宮,30,12,18,9.87
中山國中,三重,30,12,18,8.15
中山國中,菜寮,25,10,15,7.28
中山國中,台北橋,25,10,15,6.29
中山國中,大橋頭,20,8,12,4.96
中山國中,民權西路,20,8,12,4.3
中山國中,中山國小,20,8,12,3.67
中山國中,行天宮,20,8,12,2.72
中山國中,松江南京,20,8,12,1.92
中山國中,忠孝新生,20,8,12,3.07
中山國中,東門,20,8,12,4.27
中山國中,蘆洲,30,12,18,10.97
中山國中,三民高中,30,12,18,9.8
中山國中,徐匯中學,30,12,18,8.9
中山國中,三和國中,30,12,18,8.07
中山國中,三重國小,25,10,15,6.84
中山國中,迴龍,40,16,24,16.67
中山國中,丹鳳,40,16,24,15.27
中山國中,大坪林,35,14,21,11.39
中山國中,十四張,35,14,21,12.94
中山國中,秀朗橋,35,14,21,12.38
中山國中,景平,35,14,21,11.48
中山國中,景安,30,12,18,10.39
中山國中,中和,35,14,21,11.92
中山國中,橋和,35,14,21,12.55
中山國中,中原,35,14,21,13.29
中山國中,板新,35,14,21,12.66
中山國中,板橋,35,14,21,11.76
中山國中,新埔民生,30,12,18,10.49
中山國中,頭前庄,35,14,21,11.15
中山國中,幸福,35,14,21,12.3
中山國中,新北產業園區,35,14,21,13.54
南京復興,松山機場,20,8,12,2.41
南京復興,中山國中,20,8,12,0.93
南京復興,南京復興,20,8,12,0
南京復興,忠孝復興,20,8,12,1.27
南京復興,大安,20,8,12,2.16
南京復興,科技大樓,20,8,12,2.91
南京復興,六張犁,20,8,12,4.04
南京復興,麟光,20,8,12,4.86
南京復興,辛亥,25,10,15,6.46
南京復興,萬芳醫院,25,10,15,7.22
南京復興,萬芳社區,30,12,18,8.36
南京復興,木柵,30,12,18,8.88
南京復興,動物園,30,12,18,9.56
南京復興,大直,20,8,12,5
南京復興,劍南路,25,10,15,6.32
南京復興,西湖,25,10,15,7.61
南京復興,港墘,30,12,18,8.44
南京復興,文德,30,12,18,9.45
南京復興,內湖,30,12,18,10.58
南京復興,大湖公園,35,14,21,11.44
南京復興,葫洲,35,14,21,11.72
南京復興,東湖,30,12,18,10.87
南京復興,南港軟體園區,30,12,18,9.83
南京復興,南港展覽館,30,12,18,9.18
南京復興,小碧潭,35,14,21,13.26
南京復興,新店,35,14,21,13.32
南京復興,新店區公所,35,14,21,12.21
南京復興,七張,35,14,21,11.31
南京復興,大坪林,30,12,18,10.46
南京復興,景美,30,12,18,9.31
南京復興,萬隆,30,12,18,8.25
南京復興,公館,25,10,15,6.69
南京復興,台電大樓,25,10,15,5.79
南京復興,古亭,20,8,12,4.91
南京復興,中正紀念堂,20,8,12,4.57
南京復興,小南門,25,10,15,5.12
南京復興,頂溪,25,10,15,7.05
南京復興,永安市場,30,12,18,8.38
南京復興,景安,30,12,18,9.46
南京復興,南勢角,30,12,18,10.27
南京復興,台大醫院,20,8,12,3.58
南京復興,台北車站,20,8,12,2.95
南京復興,台北車站,20,8,12,2.95
南京復興,中山,20,8,12,2.29
南京復興,雙連,20,8,12,2.84
南京復興,民權西路,20,8,12,3.37
南京復興,圓山,20,8,12,4.4
南京復興,劍潭,25,10,15,5.92
南京復興,士林,25,10,15,7.01
南京復興,芝山,30,12,18,8.11
南京復興,明德,30,12,18,8.99
南京復興,石牌,30,12,18,9.59
南京復興,唭哩岸,30,12,18,10.85
南京復興,奇岩,35,14,21,11.68
南京復興,北投,35,14,21,12.44
南京復興,新北投,35,14,21,13.47
南京復興,復興崗,40,16,24,14.05
南京復興,忠義,40,16,24,15.5
南京復興,關渡,40,16,24,16.37
南京復興,竹圍,45,18,27,18.51
南京復興,紅樹林,50,20,30,20.42
南京復興,淡水,50,20,30,22.51
南京復興,頂埔,45,18,27,18.93
南京復興,永寧,40,16,24,16.99
南京復興,土城,40,16,24,15.88
南京復興,海山,40,16,24,14.41
南京復興,亞東醫院,35,14,21,12.77
南京復興,府中,35,14,21,11.49
南京復興,板橋,30,12,18,10.83
南京復興,新埔,30,12,18,9.56
南京復興,江子翠,30,12,18,8.69
南京復興,龍山寺,25,10,15,5.61
南京復興,西門,20,8,12,4.3
南京復興,善導寺,20,8,12,3.07
南京復興,忠孝新生,20,8,12,2.14
南京復興,忠孝復興,20,8,12,1.27
南京復興,忠孝敦化,20,8,12,1.94
南京復興,國父紀念館,20,8,12,2.66
南京復興,市政府,20,8,12,3.51
南京復興,永春,20,8,12,4.49
南京復興,後山埤,25,10,15,5.31
南京復興,昆陽,25,10,15,6.67
南京復興,南港,30,12,18,8.09
南京復興,南港展覽館,30,12,18,9.18
南京復興,象山,20,8,12,4.88
南京復興,台北101/世貿,20,8,12,4.14
南京復興,信義安和,20,8,12,3.15
南京復興,大安,20,8,12,2.16
南京復興,大安森林公園,20,8,12,2.95
南京復興,北門,20,8,12,3.55
南京復興,中山,20,8,12,2.29
南京復興,松江南京,20,8,12,0.99
南京復興,南京復興,20,8,12,0
南京復興,台北小巨蛋,20,8,12,0.94
南京復興,南京三民,20,8,12,2.14
南京復興,松山,20,8,12,3.49
南京復興,輔大,35,14,21,12.97
南京復興,新莊,35,14,21,11.23
南京復興,頭前庄,30,12,18,10.21
南京復興,先嗇宮,30,12,18,8.94
南京復興,三重,25,10,15,7.22
南京復興,菜寮,25,10,15,6.35
南京復興,台北橋,25,10,15,5.36
南京復興,大橋頭,20,8,12,4.03
南京復興,民權西路,20,8,12,3.37
南京復興,中山國小,20,8,12,2.74
南京復興,行天宮,20,8,12,1.79
南京復興,松江南京,20,8,12,0.99
南京復興,忠孝新生,20,8,12,2.14
南京復興,東門,20,8,12,3.34
南京復興,蘆洲,30,12,18,10.04
南京復興,三民高中,30,12,18,8.87
南京復興,徐匯中學,25,10,15,7.97
南京復興,三和國中,25,10,15,7.14
南京復興,三重國小,25,10,15,5.91
南京復興,迴龍,40,16,24,15.74
南京復興,丹鳳,40,16,24,14.34
南京復興,大坪林,30,12,18,10.46
南京復興,十四張,35,14,21,12.01
南京復興,秀朗橋,35,14,21,11.45
南京復興,景平,30,12,18,10.55
南京復興,景安,30,12,18,9.46
南京復興,中和,30,12,18,10.99
南京復興,橋和,35,14,21,11.62
南京復興,中原,35,14,21,12.36
南京復興,板新,35,14,21,11.73
南京復興,板橋,30,12,18,10.83
南京復興,新埔民生,30,12,18,9.56
南京復興,頭前庄,30,12,18,10.21
南京復興,幸福,35,14,21,11.37
南京復興,新北產業園區,35,14,21,12.61
忠孝復興,松山機場,20,8,12,3.68
忠孝復興,中山國中,20,8,12,2.2
忠孝復興,南京復興,20,8,12,1.27
忠孝復興,忠孝復興,20,8,12,0
忠孝復興,大安,20,8,12,0.89
忠孝復興,科技大樓,20,8,12,1.64
忠孝復興,六張犁,20,8,12,2.77
忠孝復興,麟光,20,8,12,3.59
忠孝復興,辛亥,25,10,15,5.19
忠孝復興,萬芳醫院,25,10,15,5.95
忠孝復興,萬芳社區,25,10,15,7.09
忠孝復興,木柵,25,10,15,7.61
忠孝復興,動物園,30,12,18,8.29
忠孝復興,大直,25,10,15,6.26
忠孝復興,劍南路,25,10,15,7.59
忠孝復興,西湖,30,12,18,8.88
忠孝復興,港墘,30,12,18,9.7
忠孝復興,文德,30,12,18,10.71
忠孝復興,內湖,35,14,21,11.84
忠孝復興,大湖公園,35,14,21,12.08
忠孝復興,葫洲,30,12,18,10.45
忠孝復興,東湖,30,12,18,9.6
忠孝復興,南港軟體園區,30,12,18,8.56
忠孝復興,南港展覽館,25,10,15,7.91
忠孝復興,小碧潭,35,14,21,12.24
忠孝復興,新店,35,14,21,12.31
忠孝復興,新店區公所,35,14,21,11.2
忠孝復興,七張,30,12,18,10.3
忠孝復興,大坪林,30,12,18,9.45
忠孝復興,景美,30,12,18,8.3
忠孝復興,萬隆,25,10,15,7.24
忠孝復興,公館,25,10,15,5.68
忠孝復興,台電大樓,20,8,12,4.78
忠孝復興,古亭,20,8,12,3.9
忠孝復興,中正紀念堂,20,8,12,3.88
忠孝復興,小南門,20,8,12,4.64
忠孝復興,頂溪,25,10,15,6.04
忠孝復興,永安市場,25,10,15,7.37
忠孝復興,景安,30,12,18,8.45
忠孝復興,南勢角,30,12,18,9.26
忠孝復興,台大醫院,20,8,12,3.37
忠孝復興,台北車站,20,8,12,2.74
忠孝復興,台北車站,20,8,12,2.74
忠孝復興,中山,20,8,12,3.4
忠孝復興,雙連,20,8,12,3.95
忠孝復興,民權西路,20,8,12,4.48
忠孝復興,圓山,25,10,15,5.51
忠孝復興,劍潭,25,10,15,7.03
忠孝復興,士林,30,12,18,8.12
忠孝復興,芝山,30,12,18,9.22
忠孝復興,明德,30,12,18,10.1
忠孝復興,石牌,30,12,18,10.7
忠孝復興,唭哩岸,35,14,21,11.96
忠孝復興,奇岩,35,14,21,12.79
忠孝復興,北投,35,14,21,13.55
忠孝復興,新北投,40,16,24,14.58
忠孝復興,復興崗,40,16,24,15.16
忠孝復興,忠義,40,16,24,16.61
忠孝復興,關渡,45,18,27,17.48
忠孝復興,竹圍,45,18,27,19.62
忠孝復興,紅樹林,50,20,30,21.53
忠孝復興,淡水,55,22,33,23.62
忠孝復興,頂埔,45,18,27,18.73
忠孝復興,永寧,40,16,24,16.78
忠孝復興,土城,40,16,24,15.67
忠孝復興,海山,40,16,24,14.2
忠孝復興,亞東醫院,35,14,21,12.56
忠孝復興,府中,35,14,21,11.28
忠孝復興,板橋,30,12,18,10.63
忠孝復興,新埔,30,12,18,9.35
忠孝復興,江子翠,30,12,18,8.48
忠孝復興,龍山寺,25,10,15,5.4
忠孝復興,西門,20,8,12,4.09
忠孝復興,善導寺,20,8,12,2.06
忠孝復興,忠孝新生,20,8,12,1.12
忠孝復興,忠孝復興,20,8,12,0
忠孝復興,忠孝敦化,20,8,12,0.67
忠孝復興,國父紀念館,20,8,12,1.4
忠孝復興,市政府,20,8,12,2.24
忠孝復興,永春,20,8,12,3.22
忠孝復興,後山埤,20,8,12,4.04
忠孝復興,昆陽,25,10,15,5.4
忠孝復興,南港,25,10,15,6.82
忠孝復興,南港展覽館,25,10,15,7.91
忠孝復興,象山,20,8,12,3.61
忠孝復興,台北101/世貿,20,8,12,2.88
忠孝復興,信義安和,20,8,12,1.88
忠孝復興,大安,20,8,12,0.89
忠孝復興,大安森林公園,20,8,12,1.68
忠孝復興,北門,20,8,12,4.66
忠孝復興,中山,20,8,12,3.4
忠孝復興,松江南京,20,8,12,2.26
忠孝復興,南京復興,20,8,12,1.27
忠孝復興,台北小巨蛋,20,8,12,2.21
忠孝復興,南京三民,20,8,12,3.4
忠孝復興,松山,20,8,12,4.76
忠孝復興,輔大,35,14,21,13.74
忠孝復興,新莊,35,14,21,12
忠孝復興,頭前庄,30,12,18,10.98
忠孝復興,先嗇宮,30,12,18,10.05
忠孝復興,三重,30,12,18,8.33
忠孝復興,菜寮,25,10,15,7.46
忠孝復興,台北橋,25,10,15,6.47
忠孝復興,大橋頭,25,10,15,5.14
忠孝復興,民權西路,20,8,12,4.48
忠孝復興,中山國小,20,8,12,4.01
忠孝復興,行天宮,20,8,12,3.06
忠孝復興,松江南京,20,8,12,2.26
忠孝復興,忠孝新生,20,8,12,1.12
忠孝復興,東門,20,8,12,2.32
忠孝復興,蘆洲,35,14,21,11.15
忠孝復興,三民高中,30,12,18,9.99
忠孝復興,徐匯中學,30,12,18,9.08
忠孝復興,三和國中,30,12,18,8.25
忠孝復興,三重國小,25,10,15,7.02
忠孝復興,迴龍,40,16,24,16.51
忠孝復興,丹鳳,40,16,24,15.11
忠孝復興,大坪林,30,12,18,9.45
忠孝復興,十四張,30,12,18,11
忠孝復興,秀朗橋,30,12,18,10.43
忠孝復興,景平,30,12,18,9.53
忠孝復興,景安,30,12,18,8.45
忠孝復興,中和,30,12,18,9.97
忠孝復興,橋和,30,12,18,10.6
忠孝復興,中原,35,14,21,11.34
忠孝復興,板新,35,14,21,11.52
忠孝復興,板橋,30,12,18,10.63
忠孝復興,新埔民生,30,12,18,9.35
忠孝復興,頭前庄,30,12,18,10.98
忠孝復興,幸福,35,14,21,12.14
忠孝復興,新北產業園區,35,14,21,13.38
大安,松山機場,20,8,12,4.57
大安,中山國中,20,8,12,3.09
大安,南京復興,20,8,12,2.16
大安,忠孝復興,20,8,12,0.89
大安,大安,20,8,12,0
大安,科技大樓,20,8,12,0.75
大安,六張犁,20,8,12,1.88
大安,麟光,20,8,12,2.7
大安,辛亥,20,8,12,4.3
大安,萬芳醫院,25,10,15,5.06
大安,萬芳社區,25,10,15,6.2
大安,木柵,25,10,15,6.72
大安,動物園,25,10,15,7.4
大安,大直,25,10,15,7.16
大安,劍南路,30,12,18,8.48
大安,西湖,30,12,18,9.77
大安,港墘,30,12,18,10.6
大安,文德,35,14,21,11.61
大安,內湖,35,14,21,12.74
大安,大湖公園,35,14,21,12.97
大安,葫洲,35,14,21,11.34
大安,東湖,30,12,18,10.49
大安,南港軟體園區,30,12,18,9.45
大安,南港展覽館,30,12,18,8.81
大安,小碧潭,35,14,21,11.37
大安,新店,35,14,21,11.44
大安,新店區公所,30,12,18,10.33
大安,七張,30,12,18,9.43
大安,大坪林,30,12,18,8.58
大安,景美,25,10,15,7.43
大安,萬隆,25,10,15,6.37
大安,公館,20,8,12,4.81
大安,台電大樓,20,8,12,3.91
大安,古亭,20,8,12,3.03
大安,中正紀念堂,20,8,12,3.02
大安,小南門,20,8,12,3.78
大安,頂溪,25,10,15,5.17
大安,永安市場,25,10,15,6.5
大安,景安,25,10,15,7.58
大安,南勢角,30,12,18,8.39
大安,台大醫院,20,8,12,4.01
大安,台北車站,20,8,12,3.63
大安,台北車站,20,8,12,3.63
大安,中山,20,8,12,4.29
大安,雙連,20,8,12,4.84
大安,民權西路,25,10,15,5.37
大安,圓山,25,10,15,6.4
大安,劍潭,25,10,15,7.92
大安,士林,30,12,18,9.01
大安,芝山,30,12,18,10.11
大安,明德,30,12,18,10.99
大安,石牌,35,14,21,11.59
大安,唭哩岸,35,14,21,12.85
大安,奇岩,35,14,21,13.68
大安,北投,40,16,24,14.44
大安,新北投,40,16,24,15.47
大安,復興崗,40,16,24,16.05
大安,忠義,45,18,27,17.5
大安,關渡,45,18,27,18.37
大安,竹圍,50,20,30,20.51
大安,紅樹林,50,20,30,22.42
大安,淡水,55,22,33,24.51
大安,頂埔,45,18,27,19.23
大安,永寧,45,18,27,17.29
大安,土城,40,16,24,16.18
大安,海山,40,16,24,14.71
大安,亞東醫院,35,14,21,13.07
大安,府中,35,14,21,11.79
大安,板橋,35,14,21,11.13
大安,新埔,30,12,18,9.86
大安,江子翠,30,12,18,8.99
大安,龍山寺,25,10,15,5.91
大安,西門,20,8,12,4.6
大安,善導寺,20,8,12,2.95
大安,忠孝新生,20,8,12,2.01
大安,忠孝復興,20,8,12,0.89
大安,忠孝敦化,20,8,12,1.56
大安,國父紀念館,20,8,12,2.29
大安,市政府,20,8,12,3.13
大安,永春,20,8,12,4.12
大安,後山埤,20,8,12,4.93
大安,昆陽,25,10,15,6.29
大安,南港,25,10,15,7.72
大安,南港展覽館,30,12,18,8.81
大安,象山,20,8,12,2.72
大安,台北101/世貿,20,8,12,1.98
大安,信義安和,20,8,12,0.99
大安,大安,20,8,12,0
大安,大安森林公園,20,8,12,0.79
大安,北門,25,10,15,5.41
大安,中山,20,8,12,4.29
大安,松江南京,20,8,12,3.15
大安,南京復興,20,8,12,2.16
大安,台北小巨蛋,20,8,12,3.1
大安,南京三民,20,8,12,4.3
大安,松山,25,10,15,5.65
大安,輔大,40,16,24,14.25
大安,新莊,35,14,21,12.51
大安,頭前庄,35,14,21,11.49
大安,先嗇宮,30,12,18,10.95
大安,三重,30,12,18,9.22
大安,菜寮,30,12,18,8.35
大安,台北橋,25,10,15,7.37
大安,大橋頭,25,10,15,6.03
大安,民權西路,25,10,15,5.37
大安,中山國小,20,8,12,4.9
大安,行天宮,20,8,12,3.95
大安,松江南京,20,8,12,3.15
大安,忠孝新生,20,8,12,2.01
大安,東門,20,8,12,1.46
大安,蘆洲,35,14,21,12.05
大安,三民高中,30,12,18,10.88
大安,徐匯中學,30,12,18,9.98
大安,三和國中,30,12,18,9.14
大安,三重國小,25,10,15,7.91
大安,迴龍,45,18,27,17.02
大安,丹鳳,40,16,24,15.61
大安,大坪林,30,12,18,8.58
大安,十四張,30,12,18,10.13
大安,秀朗橋,30,12,18,9.57
大安,景平,30,12,18,8.67
大安,景安,25,10,15,7.58
大安,中和,30,12,18,9.11
大安,橋和,30,12,18,9.74
大安,中原,30,12,18,10.48
大安,板新,35,14,21,11.88
大安,板橋,35,14,21,11.13
大安,新埔民生,30,12,18,9.86
大安,頭前庄,35,14,21,11.49
大安,幸福,35,14,21,12.64
大安,新北產業園區,35,14,21,13.89
科技大樓,松山機場,25,10,15,5.32
科技大樓,中山國中,20,8,12,3.84
科技大樓,南京復興,20,8,12,2.91
科技大樓,忠孝復興,20,8,12,1.64
科技大樓,大安,20,8,12,0.75
科技大樓,科技大樓,20,8,12,0
科技大樓,六張犁,20,8,12,1.14
科技大樓,麟光,20,8,12,1.96
科技大樓,辛亥,20,8,12,3.55
科技大樓,萬芳醫院,20,8,12,4.31
科技大樓,萬芳社區,25,10,15,5.46
科技大樓,木柵,25,10,15,5.97
科技大樓,動物園,25,10,15,6.65
科技大樓,大直,25,10,15,7.9
科技大樓,劍南路,30,12,18,9.23
科技大樓,西湖,30,12,18,10.51
科技大樓,港墘,35,14,21,11.34
科技大樓,文德,35,14,21,12.35
科技大樓,內湖,35,14,21,13.48
科技大樓,大湖公園,35,14,21,13.72
科技大樓,葫洲,35,14,21,12.09
科技大樓,東湖,35,14,21,11.24
科技大樓,南港軟體園區,30,12,18,10.2
科技大樓,南港展覽館,30,12,18,9.55
科技大樓,小碧潭,35,14,21,12.12
科技大樓,新店,35,14,21,12.19
科技大樓,新店區公所,35,14,21,11.08
科技大樓,七張,30,12,18,10.18
科技大樓,大坪林,30,12,18,9.33
科技大樓,景美,30,12,18,8.18
科技大樓,萬隆,25,10,15,7.12
科技大樓,公館,25,10,15,5.56
科技大樓,台電大樓,20,8,12,4.66
科技大樓,古亭,20,8,12,3.78
科技大樓,中正紀念堂,20,8,12,3.76
科技大樓,小南門,20,8,12,4.52
科技大樓,頂溪,25,10,15,5.92
科技大樓,永安市場,25,10,15,7.25
科技大樓,景安,30,12,18,8.33
科技大樓,南勢角,30,12,18,9.14
科技大樓,台大醫院,20,8,12,4.75
科技大樓,台北車站,20,8,12,4.38
科技大樓,台北車站,20,8,12,4.38
科技大樓,中山,25,10,15,5.04
科技大樓,雙連,25,10,15,5.59
科技大樓,民權西路,25,10,15,6.12
科技大樓,圓山,25,10,15,7.15
